delta_net_http,after_net_http,delta_subprocess_exec,after_subprocess_exec,delta_env_cred_access,after_env_cred_access,delta_filesystem,after_filesystem,delta_encoded_blob,after_encoded_blob,delta_install_hook,after_install_hook,delta_obfuscation,after_obfuscation,delta_loc,delta_char,entropy_before,entropy_after,delta_entropy,delta_longest_token,ast_nodes_after,package,ecosystem,version_after_date,label
0,1,0,2,1,2,0,0,4,11,0,0,0,0,-52,693,5.13,5.127,-0.003,0,-1,binproto,npm,2026-06-05T14:30:24.097Z,1
0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,5.396,5.235,-0.161,2016,-1,random-string-64,npm,2026-05-30T00:54:27.648Z,1
0,8,0,5,0,76,0,12,0,0,0,0,0,0,0,33,5.299,5.299,0.0,0,-1,code-tool-langfuse,npm,2026-05-16T09:28:27.043Z,1
2,8,0,5,0,76,0,12,0,0,0,0,0,0,131,5414,5.371,5.299,-0.072,0,-1,code-tool-langfuse,npm,2026-05-16T09:22:57.662Z,1
-4,9,0,7,2,94,0,19,0,0,0,0,0,0,8,354,5.199,5.204,0.005,0,-1,code-tool-langfuse,npm,2026-05-16T11:55:21.444Z,1
0,8,0,5,0,76,0,12,0,0,0,0,0,0,3,165,5.247,5.248,0.001,0,-1,code-tool-langfuse,npm,2026-05-16T09:34:38.302Z,1
-14,115,1,17,-4,21,0,2,-4,61,0,0,0,0,-2316,4151567,5.418,3.003,-2.415,4215209,-1,awaitly-visualizer,npm,2026-06-04T00:26:36.554Z,1
0,127,0,17,0,21,0,2,0,67,0,0,0,0,0,84573,2.96,2.962,0.002,84572,-1,awaitly-visualizer,npm,2026-06-04T00:28:12.858Z,1
0,127,0,17,0,21,0,2,0,67,0,0,0,0,0,-251007,2.962,3.017,0.055,-251006,-1,awaitly-visualizer,npm,2026-06-04T00:28:22.454Z,1
0,127,0,17,0,21,0,2,0,67,0,0,0,0,0,250260,3.017,2.814,-0.203,250260,-1,awaitly-visualizer,npm,2026-06-04T00:28:31.732Z,1
0,127,0,17,0,21,0,2,0,67,0,0,0,0,0,-83985,2.814,2.962,0.148,-84030,-1,awaitly-visualizer,npm,2026-06-04T00:28:41.384Z,1
0,127,0,17,0,21,0,2,0,67,0,0,0,0,0,84484,2.962,2.885,-0.077,84485,-1,awaitly-visualizer,npm,2026-06-04T00:28:50.863Z,1
0,127,0,17,0,21,0,2,0,67,0,0,0,0,0,-250706,2.885,3.022,0.137,-250706,-1,awaitly-visualizer,npm,2026-06-04T00:29:00.497Z,1
2,129,0,17,0,21,0,2,0,67,0,0,0,0,0,252605,3.022,2.755,-0.267,250345,-1,awaitly-visualizer,npm,2026-06-04T00:29:09.882Z,1
0,129,0,17,0,21,0,2,0,67,0,0,0,0,0,-1043,2.755,2.966,0.211,-1087,-1,awaitly-visualizer,npm,2026-06-04T00:29:19.296Z,1
0,129,0,17,0,21,0,2,0,67,0,0,0,0,6,-81385,2.966,2.963,-0.003,-81807,-1,awaitly-visualizer,npm,2026-06-04T00:29:29.481Z,1
0,129,0,17,0,21,0,2,0,67,0,0,0,0,0,83347,2.963,2.925,-0.038,83348,-1,awaitly-visualizer,npm,2026-06-04T00:29:38.784Z,1
4,119,0,17,0,21,0,2,6,67,0,0,0,0,213,277966,3.003,2.941,-0.062,167327,-1,awaitly-visualizer,npm,2026-06-04T00:26:47.524Z,1
0,129,0,17,0,21,0,2,0,67,0,0,0,0,20,9121,2.925,2.922,-0.003,-6,-1,awaitly-visualizer,npm,2026-06-04T00:29:48.588Z,1
0,129,0,17,0,21,0,2,0,67,0,0,0,0,0,-1430,2.922,2.921,-0.001,-1429,-1,awaitly-visualizer,npm,2026-06-04T00:29:58.546Z,1
0,129,0,17,4,25,0,2,0,67,0,0,0,0,6,437,2.921,2.942,0.021,805,-1,awaitly-visualizer,npm,2026-06-04T00:30:07.804Z,1
0,119,0,17,0,21,0,2,0,67,0,0,0,0,0,-250809,2.941,3.005,0.064,-250738,-1,awaitly-visualizer,npm,2026-06-04T00:26:58.278Z,1
0,119,0,17,0,21,0,2,0,67,0,0,0,0,0,248963,3.005,2.943,-0.062,248962,-1,awaitly-visualizer,npm,2026-06-04T00:27:09.000Z,1
0,119,0,17,0,21,0,2,0,67,0,0,0,0,0,1708,2.943,2.894,-0.049,1708,-1,awaitly-visualizer,npm,2026-06-04T00:27:20.139Z,1
0,119,0,17,0,21,0,2,0,67,0,0,0,0,-6,-293,2.894,2.968,0.074,-224,-1,awaitly-visualizer,npm,2026-06-04T00:27:30.995Z,1
0,119,0,17,0,21,0,2,0,67,0,0,0,0,0,-899,2.968,2.952,-0.016,-899,-1,awaitly-visualizer,npm,2026-06-04T00:27:43.488Z,1
8,127,0,17,0,21,0,2,0,67,0,0,0,0,2078,-171038,2.952,3.018,0.066,-249519,-1,awaitly-visualizer,npm,2026-06-04T00:27:52.774Z,1
0,127,0,17,0,21,0,2,0,67,0,0,0,0,0,166323,3.018,2.96,-0.058,166322,-1,awaitly-visualizer,npm,2026-06-04T00:28:03.851Z,1
0,21,0,0,0,0,0,0,0,1,1,1,0,0,3,55,4.759,4.759,0.0,0,-1,cwao,npm,2026-05-26T00:58:29.692Z,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,88,4.92,4.762,-0.158,0,-1,virtualization-compression-collapse,npm,2024-10-03T11:50:58.555Z,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,4.832,4.854,0.022,0,-1,internal-company-module-test-1337,npm,2026-05-03T15:30:23.997Z,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,12,4.854,4.822,-0.032,1,-1,internal-company-module-test-1337,npm,2026-05-03T15:35:07.356Z,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,-24,-431,4.822,5.076,0.254,-4,-1,internal-company-module-test-1337,npm,2026-05-03T15:55:12.770Z,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.837,4.851,0.014,0,-1,internal-company-module-test-1337,npm,2026-05-03T15:04:55.941Z,1
0,2,1,1,0,6,0,2,2,2,0,0,0,0,1,4518298,5.214,2.948,-2.266,4517750,-1,node-env-resolver-vite,npm,2026-06-04T00:27:09.126Z,1
1,410,0,18,0,2,0,0,0,66,0,0,0,0,2,50,4.942,4.942,0.0,0,-1,rollup-runtime-polyfill-core,npm,2026-06-17T21:19:12.897Z,1
8,19,0,0,0,0,0,0,0,20,0,0,0,0,43,1683,5.148,5.145,-0.003,0,-1,0e,npm,2021-09-18T17:27:32.378Z,1
-92,7,0,0,0,0,0,0,0,0,0,0,0,0,-654,-98971,2.081,4.51,2.429,-22,-1,0e,npm,2021-10-06T07:41:05.816Z,1
90,99,0,0,0,0,0,0,0,0,0,0,0,0,669,99172,5.018,2.082,-2.936,-31,-1,0e,npm,2021-11-12T14:16:32.714Z,1
0,29,0,0,0,0,0,0,0,20,0,0,0,0,1,9,5.174,5.174,0.0,0,-1,0e,npm,2021-09-19T05:48:11.539Z,1
2,101,0,0,0,0,0,0,0,0,0,0,0,0,1,112,2.082,2.1,0.018,32,-1,0e,npm,2021-11-12T14:35:28.822Z,1
93,103,0,0,0,0,0,0,0,0,0,0,0,0,657,99053,4.555,2.134,-2.421,22,-1,0e,npm,2021-10-01T22:57:05.209Z,1
0,103,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,2.134,2.133,-0.001,0,-1,0e,npm,2021-10-01T23:02:50.075Z,1
2,29,0,0,0,0,0,0,0,20,0,0,0,0,6,52,5.152,5.176,0.024,0,-1,0e,npm,2021-09-19T03:11:27.539Z,1
2,9,0,0,0,0,0,0,0,0,0,0,0,0,-15,-181,4.511,5.018,0.507,53,-1,0e,npm,2021-11-04T23:00:47.500Z,1
-4,99,0,0,0,0,0,0,0,0,0,0,0,0,-13,-542,2.133,2.081,-0.052,0,-1,0e,npm,2021-10-06T07:27:27.328Z,1
0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.081,2.081,0.0,0,-1,0e,npm,2021-10-06T07:37:49.042Z,1
0,9,0,0,0,0,0,0,0,0,0,0,0,0,-1,-20,5.018,5.018,0.0,0,-1,0e,npm,2021-11-04T23:01:04.401Z,1
10,29,0,0,0,0,0,0,0,20,0,0,0,0,49,1850,5.145,5.126,-0.019,0,-1,0e,npm,2021-09-19T02:23:14.505Z,1
24,53,0,0,3,3,0,0,0,20,0,0,0,0,487,16554,5.174,5.156,-0.018,0,-1,0e,npm,2021-09-19T19:04:46.819Z,1
0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.51,4.511,0.001,0,-1,0e,npm,2021-10-06T07:42:41.592Z,1
-43,10,0,0,-3,0,0,0,-20,0,0,0,0,0,-1249,-52251,5.156,4.555,-0.601,-121,-1,0e,npm,2021-10-01T22:26:39.641Z,1
-2,27,0,0,0,0,0,0,0,20,0,0,0,0,9,-129,5.126,5.152,0.026,0,-1,0e,npm,2021-09-19T03:06:10.205Z,1
0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,2.082,2.082,0.0,0,-1,0e,npm,2021-11-12T14:26:02.545Z,1
0,29,0,0,0,0,0,0,0,20,0,0,0,0,14,261,5.176,5.174,-0.002,0,-1,0e,npm,2021-09-19T05:46:14.538Z,1
0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,183,5.134,5.135,0.001,0,-1,reasonix-plugmem,npm,2026-05-20T09:10:02.388Z,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,54,4.506,4.508,0.002,0,-1,weavedb-node-client,npm,2026-05-26T00:58:07.081Z,1
0,6,0,3,0,2,0,3,0,0,0,2,0,0,0,25,5.116,5.122,0.006,0,-1,veteran,npm,2026-05-30T15:14:34.232Z,1
3,3,0,0,0,0,0,0,0,0,1,1,0,0,250,5322,4.52,5.074,0.554,103,-1,@justworkshr/alma,npm,2025-01-13T10:37:34.587Z,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,4.858,4.847,-0.011,-9,-1,linear-airbyte-source,npm,2024-09-21T12:58:47.231Z,1
0,4,0,2,0,1,0,12,0,0,0,0,0,0,0,0,4.923,4.923,0.0,0,-1,codebuff-cli,npm,2026-05-24T10:45:44.360Z,1
0,4,0,2,0,0,0,12,0,0,0,0,0,0,16,529,4.918,4.918,0.0,0,-1,codebuff-cli,npm,2026-05-23T07:36:40.109Z,1
0,4,0,2,0,1,0,12,0,0,0,0,0,0,0,0,4.923,4.923,0.0,0,-1,codebuff-cli,npm,2026-05-25T06:53:16.486Z,1
0,4,0,2,0,0,0,12,0,0,0,0,0,0,1,26,4.918,4.918,0.0,0,-1,codebuff-cli,npm,2026-05-23T09:00:44.913Z,1
0,4,0,2,0,0,0,12,0,0,0,0,0,0,0,0,4.918,4.918,0.0,0,-1,codebuff-cli,npm,2026-05-24T05:18:16.221Z,1
0,2,0,2,0,0,5,12,0,0,0,0,0,0,35,1104,5.087,5.096,0.009,0,-1,codebuff-cli,npm,2026-05-22T20:24:33.445Z,1
0,4,0,2,0,0,0,12,0,0,0,0,0,0,0,0,4.918,4.918,0.0,0,-1,codebuff-cli,npm,2026-05-23T10:44:03.374Z,1
-2,2,0,2,0,1,-3,9,0,0,0,0,0,0,-280,-8714,4.923,4.99,0.067,0,-1,codebuff-cli,npm,2026-05-25T22:40:19.916Z,1
0,4,0,2,0,1,0,12,0,0,0,0,0,0,0,0,4.923,4.923,0.0,0,-1,codebuff-cli,npm,2026-05-24T05:53:08.458Z,1
0,4,0,2,0,1,0,12,0,0,0,0,0,0,0,-1,4.923,4.923,0.0,0,-1,codebuff-cli,npm,2026-05-24T09:51:09.057Z,1
-1,1,-2,0,0,0,-2,5,0,0,1,1,0,0,-199,-5527,5.087,5.094,0.007,0,-1,codebuff-cli,npm,2026-05-22T18:16:48.199Z,1
0,2,0,2,0,0,0,7,0,0,0,0,0,0,7,229,5.107,5.087,-0.02,0,-1,codebuff-cli,npm,2026-05-22T17:26:16.241Z,1
-4,2,-1,2,-10,0,0,7,-1,0,-3,0,0,0,-427,-11782,4.954,5.087,0.133,81,-1,codebuff-cli,npm,2026-05-22T18:58:05.354Z,1
0,4,0,2,0,0,0,12,0,0,0,0,0,0,0,0,4.918,4.918,0.0,0,-1,codebuff-cli,npm,2026-05-23T09:14:20.770Z,1
1,2,0,2,0,0,5,10,0,0,0,0,0,0,130,3445,5.105,5.086,-0.019,0,-1,codebuff-cli,npm,2026-05-22T11:15:42.297Z,1
2,4,0,2,0,0,0,12,0,0,0,0,0,0,195,6885,5.095,4.918,-0.177,0,-1,codebuff-cli,npm,2026-05-23T07:18:57.905Z,1
0,4,0,2,0,1,0,12,0,0,0,0,0,0,0,0,4.923,4.923,0.0,0,-1,codebuff-cli,npm,2026-05-25T00:20:14.248Z,1
0,4,0,2,1,1,0,12,0,0,0,0,0,0,1,64,4.918,4.923,0.005,0,-1,codebuff-cli,npm,2026-05-24T05:26:52.169Z,1
0,2,0,2,0,1,0,9,0,0,0,0,0,0,7,208,4.99,4.991,0.001,0,-1,codebuff-cli,npm,2026-05-25T22:42:21.645Z,1
0,2,0,2,0,0,-3,7,0,0,0,0,0,0,28,1009,5.086,5.107,0.021,0,-1,codebuff-cli,npm,2026-05-22T11:40:24.607Z,1
0,4,0,2,0,1,0,12,0,0,0,0,0,0,0,0,4.923,4.923,0.0,0,-1,codebuff-cli,npm,2026-05-25T11:37:52.077Z,1
0,4,0,2,0,1,0,12,0,0,0,0,0,0,0,0,4.923,4.923,0.0,0,-1,codebuff-cli,npm,2026-05-25T11:30:35.154Z,1
0,2,0,2,0,0,0,12,0,0,0,0,0,0,0,0,5.096,5.095,-0.001,0,-1,codebuff-cli,npm,2026-05-23T07:07:57.480Z,1
2,4,0,2,0,1,3,12,0,0,0,0,0,0,273,8507,4.99,4.923,-0.067,0,-1,codebuff-cli,npm,2026-05-27T04:07:34.834Z,1
0,4,0,2,0,1,0,12,0,0,0,0,0,0,0,0,4.923,4.923,0.0,0,-1,codebuff-cli,npm,2026-05-30T07:01:00.303Z,1
0,4,0,2,0,1,0,12,0,0,0,0,0,0,0,0,4.923,4.923,0.0,0,-1,codebuff-cli,npm,2026-05-27T04:29:56.649Z,1
0,2,0,9,0,0,0,0,0,0,1,1,0,0,3,62,4.778,4.779,0.001,0,-1,monade,npm,2026-05-26T00:59:03.945Z,1
-9,0,-25,1,-43,2,-91,3,-1,0,0,0,0,0,-3837,-136595,5.041,5.009,-0.032,-138,-1,gm-kilo,npm,2026-05-18T12:14:39.669Z,1
1,1,0,0,0,0,-1,0,0,0,0,0,0,0,6,277,4.879,5.13,0.251,52,-1,@woody-mrs-potato/utils-banking,npm,2024-10-24T12:06:14.109Z,1
2,2,2,2,0,0,0,0,0,0,0,0,0,0,59,1640,4.738,4.786,0.048,52,-1,@woody-mrs-potato/utils-banking,npm,2024-11-05T15:00:48.873Z,1
0,2,0,2,0,0,1,1,9,9,0,0,0,0,18,712,4.786,4.762,-0.024,0,-1,@woody-mrs-potato/utils-banking,npm,2024-11-05T15:21:18.758Z,1
2,2,3,3,0,0,1,1,12,12,0,0,0,0,92,2759,4.739,4.629,-0.11,37,-1,@woody-mrs-potato/utils-banking,npm,2024-12-12T16:04:14.723Z,1
0,12,0,0,0,12,0,0,0,173,-1,0,0,54049,-3,-67,5.418,5.418,0.0,0,-1,@chunklab/hexparse,npm,2026-06-18T08:07:14.261Z,1
0,12,0,0,0,0,0,0,0,164,0,1,0,0,0,28,4.967,4.968,0.001,0,-1,@chunklab/hexparse,npm,2026-06-14T06:58:05.452Z,1
0,12,0,0,12,12,0,0,9,173,0,1,54049,54049,3,772777,4.968,5.418,0.45,41931,-1,@chunklab/hexparse,npm,2026-06-18T06:47:08.758Z,1
8,12,0,0,0,0,0,0,164,164,0,1,0,0,1493,58054,5.049,4.967,-0.082,21,-1,@chunklab/hexparse,npm,2026-06-14T05:33:00.324Z,1
-1,5,0,0,0,0,0,0,0,0,1,1,0,0,1,28,4.917,4.881,-0.036,-8,-1,pipedream-curl,npm,2024-12-13T16:46:10.157Z,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,31,4.427,4.453,0.026,0,21,tchap-translations,npm,2024-03-29T19:34:12.029Z,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.442,4.453,0.011,0,21,tchap-translations,npm,2024-03-29T19:47:47.972Z,1
-1,35,0,4,3,7,0,0,1,1,0,0,0,0,9,229,4.824,4.834,0.01,3,-1,chai-as-init,npm,2026-06-01T16:44:42.946Z,1
0,35,0,4,0,7,0,0,0,1,0,0,0,0,0,-4,4.834,4.834,0.0,-3,-1,chai-as-init,npm,2026-06-07T17:53:48.008Z,1
0,0,0,2,0,3,0,4,0,1,0,3,0,0,-7,-334,5.584,5.574,-0.01,0,-1,vue-compiler-sfc-plugin,npm,2026-05-25T15:11:01.313Z,1
0,0,0,2,0,3,0,4,0,1,0,3,0,0,-2,39,5.574,5.576,0.002,0,-1,vue-compiler-sfc-plugin,npm,2026-05-26T14:12:41.317Z,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.811,4.811,0.0,0,-1,ios-save-area-custom,npm,2024-09-18T13:47:47.631Z,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.811,4.812,0.001,0,-1,ios-save-area-custom,npm,2024-09-19T13:19:56.093Z,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.812,4.813,0.001,0,-1,ios-save-area-custom,npm,2024-09-19T15:53:18.733Z,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.813,4.813,0.0,0,-1,ios-save-area-custom,npm,2024-09-19T19:45:21.958Z,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,-96,4.813,4.793,-0.02,0,-1,ios-save-area-custom,npm,2024-09-23T10:19:56.589Z,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.793,4.79,-0.003,0,-1,ios-save-area-custom,npm,2024-09-23T15:37:02.674Z,1
0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,-1563,5.864,5.872,0.008,-343,-1,@sql-trigger/nodesql,npm,2026-06-09T15:30:06.424Z,1
90,90,5,5,7,7,20,20,66,66,0,0,1442386,1442386,6948,23213037,4.438,5.0,0.562,1875478,-1,abuden21,npm,2026-05-27T13:28:56.667Z,1
0,0,0,2,96,96,0,0,0,0,0,1,0,0,38,4079,4.743,5.219,0.476,19,-1,fanduel,npm,2026-05-04T21:29:03.315Z,1
0,7,1,1,0,0,0,2,2,2,0,0,0,0,1,4351406,5.313,3.0,-2.313,4350674,-1,mountly,npm,2026-06-04T00:26:07.634Z,1
0,2,0,1,0,2,0,0,0,1,0,1,0,0,0,0,5.363,5.363,0.0,0,-1,@uisp/utils,npm,2026-06-28T23:20:26.427Z,1
0,2,1,1,0,2,0,0,0,1,0,1,0,0,-1,24,5.275,5.363,0.088,45,-1,@uisp/utils,npm,2026-06-28T23:13:02.253Z,1
0,87,0,32,0,3,0,0,0,8,1,1,0,0,24,122,5.129,5.129,0.0,0,-1,microsoft-applicationinsights-common,npm,2026-05-12T20:43:04.709Z,1
0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4.841,4.841,0.0,0,-1,@frostnode/waitfor,npm,2026-06-14T06:58:10.093Z,1
0,4,0,0,0,0,0,0,0,0,0,1,0,0,1535,64789,4.948,4.841,-0.107,328,-1,@frostnode/waitfor,npm,2026-06-14T05:33:04.565Z,1
0,4,0,0,8,8,0,0,4,4,0,1,34729,34729,2,496367,4.841,5.38,0.539,34216,-1,@frostnode/waitfor,npm,2026-06-18T06:47:20.964Z,1
0,4,0,0,0,8,0,0,0,4,-1,0,0,34729,-3,-70,5.38,5.38,0.0,0,-1,@frostnode/waitfor,npm,2026-06-18T08:07:24.559Z,1
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,673,5.486,5.484,-0.002,0,-1,ldpbootstrap-jquery,npm,2026-06-11T03:31:11.233Z,1
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,-32,5.501,5.502,0.001,0,-1,ldpbootstrap-jquery,npm,2026-06-14T21:16:18.379Z,1
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,538,5.484,5.484,0.0,74,-1,ldpbootstrap-jquery,npm,2026-06-11T04:21:51.111Z,1
0,0,0,0,0,0,0,0,-3,5,0,0,0,0,7,-4739,5.484,5.502,0.018,0,-1,ldpbootstrap-jquery,npm,2026-06-11T05:28:59.824Z,1
0,0,0,0,0,0,0,0,2,8,0,0,-1,0,-217,-2900,5.784,5.486,-0.298,-6221,-1,ldpbootstrap-jquery,npm,2026-06-11T03:21:40.204Z,1
-12,1,0,0,0,0,0,0,0,0,0,0,3324,3324,-537,105551,4.731,4.515,-0.216,21038,-1,lazyloading-haptics,npm,2024-10-25T07:33:11.895Z,1
0,53,0,23,0,233,0,39,0,1,0,0,0,0,83,2371,4.999,5.02,0.021,0,-1,seekcode,npm,2026-05-21T07:29:05.345Z,1
0,53,0,23,0,233,0,39,0,1,0,0,0,0,170,7092,5.025,5.02,-0.005,0,-1,seekcode,npm,2026-05-18T11:45:05.856Z,1
18,71,2,25,-22,211,1,40,1,2,0,0,0,0,6979,310047,5.02,5.084,0.064,0,-1,seekcode,npm,2026-05-25T09:21:24.694Z,1
0,3,0,0,0,2,0,0,0,0,0,2,0,0,4,5,5.137,5.119,-0.018,0,-1,mcp-server-fetch,npm,2026-05-29T16:21:27.314Z,1
1,1,0,0,0,0,0,0,9,9,0,0,11671,11671,8,202593,4.655,5.567,0.912,12601,-1,jest-test-plugin-utils,npm,2026-05-27T07:57:50.895Z,1
0,0,0,0,0,0,0,0,0,0,0,0,-27,57,0,-522,5.64,5.623,-0.017,-31,-1,jest-test-plugin-utils,npm,2026-05-27T08:31:16.762Z,1
-1,0,0,0,0,0,0,0,-9,0,0,0,-11587,84,0,-200298,5.567,5.64,0.073,-12207,-1,jest-test-plugin-utils,npm,2026-05-27T08:20:37.935Z,1
0,1,0,0,0,0,0,0,6,14,0,0,-6625,0,1,-94380,5.242,5.43,0.188,-6330,-1,jest-test-plugin-utils,npm,2026-05-27T08:58:05.549Z,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-60,-1876,4.647,4.836,0.189,0,-1,anthropic-claude-latest,npm,2026-06-20T12:31:01.726Z,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.647,4.647,0.0,0,-1,anthropic-claude-latest,npm,2026-06-20T12:25:31.239Z,1
0,29,0,0,0,36,0,0,0,25,1,1,0,0,31,561,4.793,4.78,-0.013,0,-1,ms-graph-types,npm,2026-05-12T20:42:54.541Z,1
0,4,0,0,0,3,0,0,2,21,0,0,11,11,-13,875,5.06,5.115,0.055,206,-1,rendezvous-js,npm,2026-05-20T13:16:34.032Z,1
0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.642,4.642,0.0,0,-1,polygon-toolkit-validate,npm,2026-05-20T22:19:07.225Z,1
0,94,1,16,0,184,0,55,2,110,0,0,0,0,1,4267382,4.92,3.019,-1.901,4267032,-1,executable-stories-formatters,npm,2026-06-04T00:26:11.169Z,1
0,5,0,0,0,0,0,0,0,0,1,1,0,0,3,54,4.347,4.348,0.001,0,-1,weavedb-sdk,npm,2026-05-26T00:57:24.977Z,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,143,3265,4.88,4.792,-0.088,0,-1,api-typings,npm,2026-05-04T16:29:35.640Z,1
0,5,1,3,0,0,0,22,2,10,0,0,0,0,1,4519619,5.001,2.962,-2.039,4519348,-1,executable-stories-demo,npm,2026-06-04T00:26:03.543Z,1
0,4,1,1,0,1,0,0,2,2,0,0,0,0,1,4519030,4.943,2.809,-2.134,4518783,-1,autotel-audit,npm,2026-06-04T00:25:34.584Z,1
1,3,0,0,0,0,0,0,0,0,0,0,0,0,433,26446,5.056,5.592,0.536,274,-1,tw-theme-kit,npm,2026-06-15T16:49:49.339Z,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,54,4.809,4.656,-0.153,0,-1,framerate-interaction-permissions,npm,2024-10-16T12:01:02.017Z,1
0,1,0,0,2,6,0,7,0,2,0,0,0,0,8,224,5.067,5.135,0.068,0,-1,claudechor,npm,2026-06-12T19:51:33.494Z,1
0,1,0,0,0,5,0,7,0,2,0,0,0,0,5,205,5.068,5.063,-0.005,0,-1,claudechor,npm,2026-06-12T18:07:53.556Z,1
0,1,0,0,0,5,0,7,0,2,0,0,0,0,1,43,5.063,5.064,0.001,0,-1,claudechor,npm,2026-06-12T18:09:48.213Z,1
0,1,0,0,0,5,0,7,0,2,0,0,0,0,-1,-26,5.064,5.065,0.001,0,-1,claudechor,npm,2026-06-12T18:18:22.538Z,1
0,1,0,0,-1,4,0,7,0,2,0,0,0,0,-4,-179,5.065,5.067,0.002,0,-1,claudechor,npm,2026-06-12T18:32:39.254Z,1
0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,4.526,4.526,0.0,0,-1,btd-smart,npm,2026-05-15T10:01:11.003Z,1
0,2,0,0,0,0,0,0,0,0,0,1,0,0,-16,-252,5.002,5.138,0.136,9,-1,@open-banking/cabinet-providers,npm,2026-05-29T10:16:27.469Z,1
0,1,1,1,0,0,0,2,2,7,0,0,0,0,-720,4493638,4.809,2.758,-2.051,4518483,-1,executable-stories-cypress,npm,2026-06-04T00:26:22.172Z,1
0,1,0,1,0,0,0,2,0,7,0,0,0,0,0,-675,2.758,2.755,-0.003,-675,-1,executable-stories-cypress,npm,2026-06-04T00:26:32.001Z,1
0,1,0,1,0,0,0,2,0,7,0,0,0,0,0,-166154,2.755,2.995,0.24,-166153,-1,executable-stories-cypress,npm,2026-06-04T00:26:40.952Z,1
0,1,0,1,0,0,0,2,0,7,0,0,0,0,151,171069,2.995,2.973,-0.022,165780,-1,executable-stories-cypress,npm,2026-06-04T00:26:50.602Z,1
0,1,0,1,0,0,0,2,0,7,0,0,0,0,5,44,2.973,2.941,-0.032,-29,-1,executable-stories-cypress,npm,2026-06-04T00:27:00.903Z,1
0,1,0,1,0,0,0,2,0,7,0,0,0,0,565,20904,2.941,2.808,-0.133,1175,-1,executable-stories-cypress,npm,2026-06-04T00:27:06.669Z,1
0,1,0,2,0,0,0,0,0,0,1,1,0,0,4,85,4.984,4.958,-0.026,0,-1,npmamzs,npm,2026-03-28T10:50:23.690Z,1
1,1,2,2,0,0,0,0,0,0,0,0,0,0,10,356,4.777,4.984,0.207,39,-1,npmamzs,npm,2026-03-28T10:45:10.316Z,1
0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,6,4.958,4.947,-0.011,4,-1,npmamzs,npm,2026-03-28T14:29:56.877Z,1
0,1,0,2,0,0,0,0,0,0,1,2,0,0,20,804,4.947,4.823,-0.124,0,-1,npmamzs,npm,2026-03-28T14:39:53.626Z,1
0,1,0,2,0,0,0,0,0,0,-1,1,0,0,-19,-782,4.823,4.945,0.122,-4,-1,npmamzs,npm,2026-03-28T14:55:33.679Z,1
0,3,0,0,0,2,0,0,0,0,0,2,0,0,4,5,5.141,5.123,-0.018,0,-1,mcp-server-figma,npm,2026-05-29T16:21:53.293Z,1
0,0,0,2,0,0,0,1,4,4,0,0,1,1,0,1532,5.19,5.393,0.203,111,-1,@igh/server-updater-ssh-l2,npm,2023-05-08T11:49:52.052Z,1
0,0,0,2,0,0,0,1,4,4,0,0,1,1,0,1540,5.143,5.398,0.255,60,-1,@igh/server-updater-ssh,npm,2023-05-08T11:49:07.538Z,1
0,0,0,2,0,0,0,1,4,4,0,0,1,1,0,1532,5.189,5.393,0.204,111,-1,@igh/server-updater-ssh-l1,npm,2023-05-08T11:49:39.551Z,1
