delta_net_http,after_net_http,delta_subprocess_exec,after_subprocess_exec,delta_env_cred_access,after_env_cred_access,delta_filesystem,after_filesystem,delta_encoded_blob,after_encoded_blob,delta_install_hook,after_install_hook,delta_obfuscation,after_obfuscation,delta_loc,delta_char,entropy_before,entropy_after,delta_entropy,delta_longest_token,ast_nodes_after,package,ecosystem,version_after_date,label
1,1,0,0,-1,4,0,0,0,3,0,0,0,0,-169,-3710,5.04,5.073,0.033,40,-1,generator-boost-svc,npm,2019-01-15T03:40:57.447Z,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.089,5.161,0.072,0,-1,@boost/theme-dracula,npm,2021-07-12T23:39:35.358Z,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.101,5.172,0.071,0,-1,@boost/theme-solarized,npm,2021-07-12T23:39:35.484Z,0
1,2,0,0,0,0,3,6,0,0,0,0,0,0,133,3648,4.813,4.849,0.036,0,-1,dev-boost,npm,2019-02-08T17:16:26.968Z,0
0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,27,5.059,5.061,0.002,0,-1,typelab,npm,2026-05-20T00:54:33.126Z,0
0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,-8,4.875,4.875,0.0,0,-1,trell-next-boost,npm,2022-05-31T15:40:22.522Z,0
0,187,0,60,0,42,0,0,0,8,0,0,0,0,0,0,4.887,4.887,0.0,0,-1,boost-template,npm,2018-06-17T09:13:19.250Z,0
0,3,0,0,0,0,0,3,0,0,0,0,0,0,150,4074,4.366,4.366,0.0,0,-1,@equans/smart-buildings-heating-boost,npm,2023-11-29T10:36:07.681Z,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,830,4.866,4.859,-0.007,0,-1,@kickass-dev/next-boost,npm,2022-02-11T11:45:16.452Z,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.755,4.755,0.0,0,-1,jupyterlab-lego-boost,npm,2024-09-02T16:06:19.471Z,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.745,4.755,0.01,0,-1,@types/lucene,npm,2023-11-07T10:40:54.677Z,0
2,21,0,0,0,0,0,0,0,0,0,0,0,0,622,17869,5.266,5.251,-0.015,0,-1,boostpow-publish,npm,2020-08-11T14:47:18.423Z,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.898,4.898,0.0,0,-1,react-native-ecommerce-components,npm,2025-06-23T21:50:41.012Z,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-25,5.026,5.022,-0.004,0,-1,@mitm/node-boost,npm,2022-05-07T14:10:44.517Z,0
0,7,-1,0,0,6,2,2,0,5,0,0,0,0,-4,-2637,5.51,5.555,0.045,38,-1,boost-info,npm,2024-01-16T04:43:23.750Z,0
2,19,0,1,8,63,0,7,1,5,0,0,0,0,1436,72245,4.396,4.401,0.005,505,-1,@epicdev/boost,npm,2023-03-10T09:16:41.268Z,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,724,5.033,5.035,0.002,0,-1,@pql/boost,npm,2019-10-23T12:24:52.750Z,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,5.139,5.212,0.073,0,-1,@boost/theme-one-dark,npm,2021-07-12T23:39:35.315Z,0
0,21,0,0,0,0,0,0,0,28,0,0,0,28,0,1,5.87,5.87,0.0,0,-1,@ng-boost/material,npm,2020-04-30T21:46:18.477Z,0
0,2,0,0,0,2,0,4,0,0,0,0,0,0,-20,-620,4.924,4.911,-0.013,0,-1,generator-boost,npm,2016-11-20T20:35:49.190Z,0
0,215,0,47,0,400,0,33,0,339,0,0,0,92,0,0,4.56,4.56,0.0,0,-1,naracli,npm,2026-04-25T23:15:32.986Z,0
0,10,0,4,0,0,0,0,0,0,0,0,0,0,9,215,5.285,5.286,0.001,0,-1,udsv,npm,2025-07-06T21:10:47.315Z,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,47,1252,5.218,5.214,-0.004,0,-1,react-addons-pure-render-mixin,npm,2020-12-04T19:22:39.820Z,0
0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,9,4.892,4.893,0.001,0,-1,homebridge-hivehome-control,npm,2024-12-18T23:21:41.868Z,0
0,6,0,2,0,0,0,0,0,0,0,1,0,0,2,88,4.892,4.881,-0.011,0,-1,claude-boost,npm,2025-08-31T14:18:58.504Z,0
0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,2,4.704,4.704,0.0,0,-1,@udisc/hybrid-disk-cache,npm,2025-01-27T19:52:49.492Z,0
0,4,0,3,0,0,0,2,0,0,0,0,0,0,0,0,4.57,4.57,0.0,0,-1,boost-server,npm,2019-05-22T09:22:31.648Z,0
0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.862,4.862,0.0,0,-1,@dwidge/crud-api-react,npm,2025-12-15T09:56:53.543Z,0
0,0,-2,3,0,11,0,1,0,0,0,0,0,0,-21,-713,5.347,5.397,0.05,0,-1,@rbansal16/stormy_build,npm,2020-10-06T16:05:54.587Z,0
0,551,0,0,0,0,0,2,0,4,0,0,0,0,0,5,5.267,5.267,0.0,0,-1,@zeplo/envfile,npm,2019-01-23T20:41:42.041Z,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,108,5.078,5.078,0.0,0,-1,ngx-boost-sidebar-menu,npm,2026-06-22T15:53:55.618Z,0
0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.866,4.866,0.0,0,-1,@rocketboost/rocketform,npm,2020-11-04T10:46:18.913Z,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.996,4.997,0.001,0,-1,@libit/translate,npm,2021-07-27T13:36:21.493Z,0
0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,9,4.842,4.842,0.0,0,-1,@vasek17/next-with-apollo,npm,2019-02-02T20:18:19.272Z,0
0,8,0,3,0,1,0,5,0,0,0,7,0,0,0,0,4.686,4.686,0.0,0,-1,command-shortner,npm,2026-01-02T17:37:54.478Z,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,-74,-3101,4.977,4.972,-0.005,0,-1,boost-web-forms,npm,2021-07-05T12:37:23.593Z,0
0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,7,4.819,4.819,0.0,0,-1,generator-react-boost-start,npm,2018-01-16T23:01:02.197Z,0
0,4,0,0,0,1,0,0,0,0,0,0,0,0,4,188,4.902,4.899,-0.003,0,-1,@hvedinich/next-boost,npm,2023-02-09T19:16:15.803Z,0
0,120,0,50,0,24,0,0,0,15,0,0,0,0,0,0,5.039,5.039,0.0,0,-1,boost-mathquill,npm,2020-12-17T01:29:57.492Z,0
0,105,0,0,0,1,0,0,0,0,0,0,0,0,340,12873,4.658,4.671,0.013,0,-1,talkjs,npm,2026-05-07T09:26:15.447Z,0
0,89,0,0,0,1,0,0,0,0,0,0,0,0,3,63,4.981,4.981,0.0,0,-1,@dwidge/components-rnw,npm,2025-12-29T08:27:12.866Z,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,-14,4693,4.283,4.349,0.066,0,-1,nextstepjs,npm,2026-06-14T15:15:33.492Z,0
0,11,0,0,0,0,0,0,0,1,0,0,0,0,-909,-18453,4.92,4.936,0.016,0,-1,x-boost,npm,2026-04-07T14:44:43.050Z,0
0,93,0,0,0,0,0,0,0,37,0,0,0,0,0,0,4.881,4.881,0.0,0,-1,@dwidge/components-expo,npm,2026-03-02T06:43:45.933Z,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.144,5.144,0.0,0,-1,wedo2,npm,2020-04-08T22:07:22.247Z,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,266,5.219,5.22,0.001,0,-1,@discordapp/perceptual,npm,2021-12-27T05:55:13.433Z,0
1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,33,5.017,5.017,0.0,0,-1,interval-arithmetic,npm,2025-12-26T18:08:46.228Z,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.953,4.953,0.0,0,-1,@dwidge/json-schema-form-rnw,npm,2025-12-29T08:27:37.303Z,0
0,2,0,0,4,164,0,0,0,3,0,0,0,0,27,8469,4.784,4.836,0.052,0,-1,loginradius-sdk,npm,2025-03-28T10:15:25.245Z,0
0,6,0,0,0,8,0,0,0,0,0,0,0,0,-14,-1169,5.023,5.01,-0.013,0,-1,unplugin-boost-ui,npm,2023-06-28T11:53:07.907Z,0
0,42,0,0,0,0,0,0,0,0,0,0,0,0,3,419,4.743,4.743,0.0,0,-1,@dwidge/hooks-react,npm,2025-12-15T09:56:01.030Z,0
0,885,0,36,0,136,0,1,0,506,0,0,0,0,0,142,5.134,5.134,0.0,0,-1,creem,npm,2026-06-30T15:12:07.586Z,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,34,1002,4.719,5.14,0.421,0,-1,react-native-webp-format,npm,2026-05-19T13:27:06.356Z,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,37,4.99,5.041,0.051,0,-1,discord-boost,npm,2025-01-25T09:56:36.768Z,0
6,13,0,0,0,0,0,0,0,0,0,0,0,0,1987,49820,5.224,5.163,-0.061,0,-1,@doodle3d/clipper-lib,npm,2017-09-13T10:24:24.894Z,0
2,15,0,0,0,0,0,2,0,0,0,0,0,0,136,26433,5.292,5.294,0.002,0,-1,coincident,npm,2025-11-16T20:51:15.300Z,0
6,2723,0,206,0,1573,0,7,68,1823,0,0,0,13,3874,577210,5.107,5.106,-0.001,391072,-1,@learncard/network-brain-service,npm,2026-06-30T17:11:09.115Z,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.995,4.996,0.001,0,-1,next-boost-hdc-adapter,npm,2021-08-04T06:25:41.197Z,0
0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,6,4.827,4.826,-0.001,0,-1,haraka-plugin-known-senders,npm,2026-05-25T01:06:31.972Z,0
-38,1,0,0,0,0,0,0,0,0,0,0,0,0,-4451,-144166,4.988,4.757,-0.231,-39,143,@boostxyz/widgets,npm,2025-01-06T18:03:19.278Z,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,5.235,5.233,-0.002,0,-1,@vtbag/element-crossing,npm,2025-01-01T16:49:09.222Z,0
0,46,0,31,0,28,0,0,0,24,0,0,0,0,0,0,5.091,5.091,0.0,0,-1,@frontastic/theme-clean-boost,npm,2020-03-31T11:59:42.968Z,0
0,6,0,3,0,1,0,4,0,0,0,0,0,0,1,123,5.107,5.109,0.002,0,-1,bolt-prod-boost,npm,2025-07-01T05:01:18.709Z,0
1,6,0,0,0,0,1,1,0,0,0,0,0,0,81,2628,4.918,4.91,-0.008,0,-1,web-boost,npm,2019-01-20T19:16:26.092Z,0
0,182,0,6,0,26,0,17,0,5,0,0,0,0,0,4707,5.425,5.454,0.029,0,-1,@k2works/claude-code-booster,npm,2026-06-26T00:33:01.907Z,0
0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,4,2.768,2.768,0.0,0,-1,node-red-contrib-alexa-master-function,npm,2024-01-18T10:47:30.171Z,0
0,143,0,0,0,0,0,0,0,0,0,0,0,0,84,2703,4.641,4.6,-0.041,-44,-1,@ably/spaces,npm,2025-12-29T11:50:26.262Z,0
0,15,1,2,3,30,16,36,0,0,0,0,0,0,937,38651,4.639,4.536,-0.103,0,-1,claude-code-boost,npm,2025-09-11T16:05:44.509Z,0
0,291,0,8,0,41,0,0,0,13,0,0,0,10,0,26,5.248,5.248,0.0,0,-1,@boostxyz/reward-kit-react,npm,2025-03-24T20:44:20.000Z,0
0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,954,4.69,4.69,0.0,4,-1,boost-js,npm,2016-12-19T18:00:42.362Z,0
0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.158,5.158,0.0,0,-1,@dwidge/hooks-expo,npm,2025-12-15T09:57:27.767Z,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,192,11054,4.655,4.639,-0.016,133,-1,boost-js-carousel,npm,2017-01-13T21:14:59.960Z,0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,35,1087,4.796,4.797,0.001,0,-1,shacl-engine,npm,2026-06-30T20:08:50.376Z,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,30,4.981,4.971,-0.01,0,-1,cmd-boost,npm,2023-12-14T14:33:00.097Z,0
0,32,0,0,0,0,0,0,0,0,0,0,0,0,58,4224,5.006,5.006,0.0,0,-1,@dwidge/utils-js,npm,2025-10-03T12:42:06.477Z,0
1,11,0,0,0,0,0,0,0,0,0,0,0,0,4,-325,5.14,5.101,-0.039,0,-1,memorystorage,npm,2020-11-09T08:10:01.633Z,0
0,3,0,2,0,16,0,0,0,0,0,0,0,0,2,39,5.405,5.431,0.026,0,-1,laravel-mix-glob,npm,2023-10-30T12:30:39.312Z,0
0,435,0,12,0,0,0,29,0,25,0,0,0,0,0,0,5.289,5.289,0.0,0,-1,@sohale/implisolid,npm,2016-12-22T17:30:45.368Z,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.012,5.013,0.001,0,-1,react-monday-boost-test,npm,2024-08-01T08:44:35.683Z,0
0,123,0,236,0,29,0,1,0,2,0,0,0,0,2,145,4.972,4.972,0.0,0,-1,redux-boost,npm,2018-11-08T14:04:42.788Z,0
1,6,-1,0,0,0,0,0,0,0,0,0,0,0,-112,-2560,4.929,4.902,-0.027,-4,-1,@warren-bank/torrent-ratio-proxy,npm,2022-11-23T11:11:23.029Z,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,4.97,4.97,0.0,0,-1,@truto/turndown-plugin-gfm,npm,2025-07-28T10:55:58.600Z,0
20,27,0,0,0,0,4,4,47,47,0,0,12,12,11265,1970145,5.058,5.903,0.845,12537,-1,@rlrml/player,npm,2026-06-23T17:58:47.857Z,0
0,1,0,0,0,0,0,0,1,1,0,0,1,1,60,2907,4.382,5.31,0.928,829,-1,@vigcoin/cryptonote-util,npm,2018-05-17T11:20:53.118Z,0
0,37,0,20,0,28,0,0,0,12,0,0,0,0,-10,-661,4.875,4.875,0.0,0,-1,@favware/graphql-pokemon,npm,2026-04-23T14:05:57.571Z,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.663,4.663,0.0,0,-1,boost-js-modal,npm,2016-12-23T00:05:27.905Z,0
0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,-28,4.813,4.81,-0.003,0,-1,ts-scope-trimmer-plugin,npm,2025-09-17T11:30:21.137Z,0
113,114,15,15,1,1,2,6,3,3,0,0,0,0,4930,242092,4.742,4.258,-0.484,792,-1,markitup,npm,2016-12-05T19:38:44.871Z,0
0,16,0,20,0,0,0,0,0,0,0,0,0,0,0,-62,5.158,5.158,0.0,0,-1,@graphql-codegen/flutter-freezed,npm,2026-04-19T06:43:27.807Z,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,219,5.239,5.216,-0.023,0,-1,37kok-mvnbr,npm,2024-05-22T05:44:33.744Z,0
0,15,0,0,0,4,0,0,0,0,0,0,0,0,0,-2,4.751,4.75,-0.001,0,-1,@techgreedy/singularity-import,npm,2023-05-24T02:06:30.139Z,0
0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.893,4.893,0.0,0,-1,eslint-plugin-sweepit,npm,2026-03-21T10:42:07.154Z,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.899,4.899,0.0,0,-1,offix-client-boost,npm,2020-09-18T09:42:48.799Z,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4.955,4.955,0.0,0,-1,@dexaf/sfyri-3d,npm,2026-07-01T16:11:57.087Z,0
1,330,0,15,0,26,0,1,0,111,0,0,0,0,121,4885,4.865,4.865,0.0,0,-1,@dekause/mcp-server-trello,npm,2026-06-15T22:05:56.145Z,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.615,4.615,0.0,0,-1,boostjs,npm,2016-08-26T02:26:32.911Z,0
0,53,0,18,0,5,0,6,0,4,0,0,0,0,196,8315,5.103,5.112,0.009,0,-1,@snap-agent/rag-web,npm,2026-06-26T12:51:55.280Z,0
0,3,0,9,0,2,1,13,0,0,0,0,0,0,200,8302,4.705,4.724,0.019,0,-1,@mcp-boost/tests,npm,2026-05-10T04:07:22.774Z,0
0,1,0,2,0,0,0,2,0,2,0,0,0,0,55,2444,4.945,4.948,0.003,0,-1,strapi-cache,npm,2026-07-02T09:05:23.607Z,0
0,12,0,3,0,4,0,6,0,0,0,0,0,0,1,48,4.95,4.95,0.0,0,-1,@transiyzi/transiyzi-cli,npm,2023-11-08T14:04:11.320Z,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.733,4.737,0.004,0,55,osprey-js,npm,2023-09-14T09:36:39.188Z,0
0,11,0,0,0,6,0,0,0,0,0,0,0,0,3,222,4.962,4.959,-0.003,0,-1,velocity-boost,npm,2026-05-24T19:03:09.743Z,0
0,2,0,0,0,0,0,0,9,18,0,0,9,18,142,21430,5.999,5.995,-0.004,32,-1,rxjs-boost,npm,2021-07-15T18:22:27.003Z,0
0,33,0,4,0,4,0,0,0,0,0,0,0,0,3,157,5.062,5.062,0.0,0,-1,@friendlyss/react-boost,npm,2021-07-14T12:33:32.217Z,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,205,4.851,4.881,0.03,0,-1,postcss-boost-specificity,npm,2024-10-17T12:57:50.724Z,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,276165,3.929,3.929,0.0,0,-1,hanzi-writer-data,npm,2018-10-01T10:08:03.394Z,0
0,3,0,1,1,16,0,0,0,0,0,0,0,0,16,1290,5.039,5.056,0.017,0,-1,consistent-env,npm,2017-05-28T08:07:36.544Z,0
0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4.524,4.524,0.0,0,-1,boost-js-select,npm,2016-12-20T22:38:34.586Z,0
0,8,0,7,0,1,0,0,0,0,0,0,0,0,-1,-115,4.538,4.536,-0.002,0,-1,@pirxpilot/cmake-js,npm,2023-06-14T06:06:37.959Z,0
0,45,0,0,0,0,0,0,0,0,0,0,0,0,12,439,5.076,5.076,0.0,0,-1,antd-formily-boost,npm,2021-11-11T13:01:29.059Z,0
1,14,-1,1,0,6,0,1,0,3,0,0,0,0,150,-85,5.314,5.27,-0.044,0,-1,@steelbrain/react-apollo,npm,2018-10-22T18:38:40.857Z,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,75,4.926,4.923,-0.003,226,-1,virtual-scroll,npm,2022-01-18T09:16:35.305Z,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82,4.821,0.001,0,54,chacent,npm,2017-09-06T03:09:13.211Z,0
0,9,0,1,0,0,0,1,0,205,0,0,0,0,0,29,5.453,5.453,0.0,0,-1,jsboost,npm,2020-06-29T19:30:20.303Z,0
0,67,0,27,0,158,0,55,0,11,0,0,0,0,235,9308,5.16,5.134,-0.026,0,-1,perplexity-user-mcp,npm,2026-06-05T10:33:34.653Z,0
0,4,0,0,0,25,0,0,0,2,0,0,0,0,-121,-6561,4.785,4.812,0.027,0,-1,sqs-boost,npm,2023-09-06T01:41:22.717Z,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,4.324,4.329,0.005,0,-1,node-boost-beta,npm,2016-08-11T17:55:28.952Z,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,8593,4.91,4.694,-0.216,4,-1,@boostd/boost,npm,2026-01-31T18:36:05.415Z,0
0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5.025,5.025,0.0,0,-1,react-lens-cache,npm,2025-09-19T19:46:40.034Z,0
0,53,0,18,0,0,0,0,0,18,0,1,0,0,0,40,5.245,5.245,0.0,0,-1,@letscooee/web-sdk,npm,2026-07-02T06:53:57.468Z,0
0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,90,4.76,4.738,-0.022,0,-1,read-boost-config,npm,2015-11-04T13:26:06.221Z,0
5,58,0,0,0,1,0,0,-1,4,0,0,0,0,598,21896,5.128,5.032,-0.096,-200,-1,boostpow-button,npm,2023-07-03T12:31:06.857Z,0
0,97,0,16,0,10,0,0,0,32,0,0,0,24,-34,15906,5.734,5.733,-0.001,0,-1,metaapi.cloud-metastats-sdk,npm,2025-03-16T06:01:34.570Z,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.881,4.881,0.0,0,-1,boost-nodejs-start,npm,2018-10-24T14:11:26.108Z,0
0,219,0,133,0,1,0,1,0,44,0,4,0,0,24,5746,5.581,5.581,0.0,0,-1,zwplayer-vue2x,npm,2026-06-25T09:42:33.153Z,0
10,32,0,0,3,7,2,4,0,0,0,0,0,0,856,35755,4.646,4.39,-0.256,0,-1,boost-image,npm,2025-08-01T06:56:13.053Z,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,392,4.802,4.744,-0.058,-3,-1,boost-js-tabs,npm,2016-11-16T03:48:17.527Z,0
0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,448,5.433,5.433,0.0,117,-1,@boostxyz/boost-ui,npm,2024-12-05T16:56:31.703Z,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.284,5.239,-0.045,0,-1,@tdlib-native/tdjson-win32-x64,npm,2025-08-18T16:50:39.754Z,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,602,4.929,4.931,0.002,0,-1,boost-ts.types,npm,2025-06-08T02:59:44.927Z,0
0,56,0,5,0,39,0,12,0,0,0,0,0,0,0,0,5.03,5.03,0.0,0,-1,gh,npm,2020-11-15T01:19:53.144Z,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,129,5.487,5.489,0.002,0,-1,polaris-pro,npm,2020-10-26T06:07:53.564Z,0
0,12,0,0,0,3,0,0,0,0,0,0,0,0,38,1609,5.031,5.037,0.006,0,-1,@talkjs/expo,npm,2026-04-09T12:41:11.136Z,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.281,5.233,-0.048,0,-1,@tdlib-native/tdjson-win32-ia32,npm,2025-08-18T16:50:33.479Z,0
0,3,0,0,0,0,-2,0,0,0,0,0,0,0,-245,-3216,4.593,4.219,-0.374,0,-1,boostjs-server,npm,2016-08-26T17:30:18.197Z,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,21,776,4.882,5.059,0.177,0,-1,boost-web-forms-svelte,npm,2021-07-01T17:24:30.009Z,0
320,503,0,0,0,0,0,0,0,0,0,0,28,73,19010,3524091,4.747,4.747,0.0,0,-1,@hoprnet/hopr-stake,npm,2022-04-25T12:14:49.603Z,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5.277,5.233,-0.044,0,-1,@tdlib-native/tdjson-darwin-x64,npm,2025-08-18T16:49:58.317Z,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,126,2428,4.957,4.958,0.001,0,-1,@dwidge/components-react-pdf,npm,2025-10-21T06:10:51.033Z,0
8,2462,0,162,0,192,0,359,78,646,0,0,78,318,22736,1630382,5.809,5.864,0.055,152,-1,metaapi.cloud-sdk,npm,2026-01-11T09:36:20.499Z,0
15,27,-6,8,56,118,25,71,0,36,0,0,0,0,6319,182832,4.79,4.552,-0.238,15,-1,tusktsk,npm,2025-07-22T17:57:23.560Z,0
0,10,0,0,0,9,3,17,0,0,0,0,0,0,156,5766,4.782,4.774,-0.008,0,-1,boostmyagent,npm,2026-05-07T23:43:39.130Z,0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,10,300,4.791,4.786,-0.005,0,-1,@xxhls/get-license,npm,2024-03-15T05:19:12.763Z,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,11,5.269,5.22,-0.049,0,-1,@tdlib-native/tdjson-linux-x64-glibc,npm,2025-08-18T16:50:19.487Z,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,10,4.286,4.284,-0.002,0,-1,thingzi-logic-climate,npm,2025-11-24T15:53:26.926Z,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,11,5.262,5.216,-0.046,0,-1,@tdlib-native/tdjson-android-arm64-musl,npm,2025-08-18T16:49:22.699Z,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-28,4.843,4.822,-0.021,-22,-1,boost-cycle,npm,2018-04-26T09:20:52.585Z,0
0,153,0,112,0,4,0,3,0,37,0,6,0,0,24,5746,5.581,5.581,0.0,0,-1,zwplayer-react,npm,2026-06-25T09:40:34.911Z,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,-271,-12497,5.091,4.829,-0.262,-3,65,boost-web-forms-bootstrap,npm,2021-07-05T18:55:07.704Z,0
0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,2,4.405,4.405,0.0,0,-1,movehub,npm,2018-07-23T19:41:07.961Z,0
0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,25,4.729,4.729,0.0,0,-1,@moonjot/moon,npm,2025-01-06T22:51:38.793Z,0
2,49,0,0,0,0,0,0,0,0,0,0,0,0,1359,12901,5.013,4.994,-0.019,0,-1,@gui-one/antd-formily-boost,npm,2024-09-11T15:39:13.139Z,0
0,12,0,0,0,40,0,0,0,0,0,0,0,0,344,9915,4.976,4.943,-0.033,0,-1,sinlyxe-api,npm,2026-05-07T14:59:38.708Z,0
0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4.91,4.911,0.001,0,-1,@ff-labs/pi-fff,npm,2026-07-01T17:45:57.918Z,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,11,5.275,5.228,-0.047,0,-1,@tdlib-native/tdjson-darwin-arm64,npm,2025-08-18T16:49:51.318Z,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,11,5.269,5.221,-0.048,0,-1,@tdlib-native/tdjson-linux-x64-musl,npm,2025-08-18T16:50:26.805Z,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.871,4.872,0.001,0,-1,@ecl/expandable,npm,2026-06-25T10:36:34.655Z,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,524,14476,5.066,4.838,-0.228,7,-1,@dwidge/trace-js,npm,2025-11-01T15:40:07.063Z,0
17,95,0,0,0,0,16,50,16,55,0,0,0,2,51,64643,5.456,5.486,0.03,0,-1,ogv,npm,2024-04-23T19:10:48.169Z,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,11,5.269,5.222,-0.047,0,-1,@tdlib-native/tdjson-linux-arm64-musl,npm,2025-08-18T16:50:12.554Z,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,11,5.269,5.221,-0.048,0,-1,@tdlib-native/tdjson-linux-arm64-glibc,npm,2025-08-18T16:50:05.882Z,0
0,70,0,0,0,0,0,0,0,0,0,0,0,0,130,5417,5.163,5.152,-0.011,0,-1,@dwidge/query-axios-zod,npm,2025-10-07T20:35:05.682Z,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.034,5.035,0.001,0,-1,vstjs,npm,2017-07-23T19:14:34.929Z,0
0,5,0,0,0,0,0,0,0,0,0,0,0,0,29,2364,4.65,4.641,-0.009,0,-1,wedoboostpoweredup,npm,2020-10-23T20:30:49.575Z,0
2,3,0,0,8,8,0,3,0,0,0,0,0,0,56,991,4.983,4.986,0.003,0,-1,ai-coverage-boost,npm,2026-02-01T09:43:17.354Z,0
0,30,0,2,0,1,0,0,1,30,0,0,156,21688,1853,89438,5.117,5.091,-0.026,263,-1,guidechimp,npm,2026-03-09T14:07:33.325Z,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,11,5.263,5.215,-0.048,0,-1,@tdlib-native/tdjson-android-arm64-glibc,npm,2025-08-18T16:49:16.176Z,0
